TEXT_ID	CONTENT	Comment
20973	No.19 砸场首领	
20974	No.20 躲避球王者	
20975	No.21 射击摊梦魇	
20976	No.22 禁忌的盗摄魔	
20977	No.23 炒面之从者	
20978	No.24 不眠的破坏狂 	
20979	No.25 百测零中的占卜师	
20980	迷之逃学生辛迪亚	
20981	小巷里的不良爱丽丝	
20982	被袭击的少女艾玛	
20983	FFF领袖安娜	
20984	前往基地的二人组	
20985	逃班的黑白熊	
20986	学生打工妹艾美	
20987	误入的少女星奈	
20988	一级蓝领黑白熊	
20989	二级蓝领黑白熊	
20990	顶级蓝领黑白熊	
20991	怠惰的门卫小町	
20992	勤劳的门卫七濑	
20993	偷懒的黑白熊首领	
20994	疲惫的黑白熊副手	
20995	过劳的黑白熊杂工	
20996	偷偷摸鱼的黑白熊	
20997	简单易懂？的超弦理论	
20998	来自北境的驭兽者	
20999	B-G-G	
21000	闪避可耻但有用	
21001	大小姐	My lady
21002	公主殿下	Your highness
21003	女王大人	Your majesty
21004	契约完成	Contract signed
21005	雷电芽衣收入后宫	Raiden joined your team
21006	白狐妹纸收入后宫	Palefox joined your team
21007	你是我的御主	You are my master.
21008	雷电芽衣是我的女仆	Raiden is my maid
21009	白狐妹纸是我的女仆	Palefox is my maid
21010	向大佬低头……	OMG…please stop
21011	不准偷吃我的团子！	He stole my panties.
21012	我才不是什么天使!	I am not a little girl anymore!!!
21013	金闪闪的愉悦	happiness
21014	不刷金币会死星人	Gold! My favorite thing in the whole world.
21015	好的大王,没问题大王	As you wish.
21016	请叫我女王大人!!!	Call me QUEEN.
21017	天照	Amaterasu
21018	月读	Shikuyomi
21019	须佐之男	Susanoo
21020	这就是我的忍道	This is how I deal with things.
21021	开洞 开洞 开洞	Strike!
21022	你要死一次吗	You are sooooooooooooo dead, you hear me?
21023	拥有被射杀觉悟之人	Looks like you are ready, huh?
21024	正射必中	Excalibur
21025	开炮!玛琉·拉米亚斯	Murrue Ramius. Fire away!
21026	艺术就是爆炸的瞬间	The art of blood and gore!
21027	临兵斗者皆列阵在前	Abracadabra
21028	为什么要放弃治疗!	You're not making any sense.
21029	尤里的复仇	Ereinbar Set
21030	住手少校,这是性骚扰	Gross. Leave me alone.
21031	开火，帝国炮兵团！	If you are not one of us, you die.
21032	闪瞎我的钛合金狗眼	OMG, my eyes.
21033	放开那个人偶,冲我来	Dolly House
21034	禁止接触女王	Queen is mine.
21035	咩~~咩~~咩~~	whatever
21036	重返冰河世纪	Freezing
21037	精英猎手	Elite Hunter
21038	精英终结者	Elite Terminator
21039	小受	Uke
21040	傲娇公主受	Tsundere
21041	腹黑伯爵	mean Earl
21042	腹黑侯爵	mean marquess
21043	腹黑公爵	mean Dukes
21044	蛋疼	That's gonna hurt.
21045	割腕疼	That hurts a lot.
21046	分娩疼	This hurts the most. 
21047	节操掉了一地	For real?
21048	满满的节操	Good for you.
21049	你就是我的剑鞘啊	We are best friends forever.
21050	膜拜女王大人	You are the queen.
21051	土豪我们做朋友吧~	You're soooooooooooooo rick. I'm envious.
21052	小攻	Seme
21053	健气攻	cute seme
21054	霸气帝王攻	Seme King
21055	嘟嘟噜~	whatever
21056	不要叫我助手!	I'm not your assistant.
21057	孤独的观测者	El Psy Congroo
21058	正阳电子炮发射	Positron Fire
21059	秽土转生	Rubbish Metempsychosis
21060	败犬去死	Losers go away
21061	超级变装少女	Sailor Moon
21062	偶滴衣橱在异次元	No one appreciates my taste for clothing.
21063	重度宝石收集症患者	Gem Collector
21064	使徒袭来	Angel Attack
21065	休想把我推倒!	Fairy Princess' Crown
21066	团子大家族！	Panty Party
21067	我的朋友很少	I don't have a lot of friends.
21068	我的朋友真的很少	I really don't have a lot of friends.
21069	中二病也要谈恋爱	I have a secret crush.
21070	手酸	Gashapon Rookie
21071	心酸	Gashapon Expert
21072	乳酸	Gashapon Saint
21073	嫁给你好嘛？	
21074	布洛妮娅兔纸收入后宫	
21075	布洛妮娅兔纸是我的女仆	
21076	集，请使用我吧	
21077	枪斗术的真正奥义	
21078	我已经不是孤单一人了	
21079	弹幕游戏	
21080	居于顶点之上	
21081	母亲节的礼物	
21082	花火大会	
21083	魔术师暗杀者	
21084	十万伏特	
21085	世界由我掌控	
21086	笨蛋⑨	
21087	红莲的弓矢	
21088	天上的光芒全都是星星	
21089	偶像大法好	
21090	圣女贞德	
21091	咩咩咩咩咩？	
21092	脚步松散，反应迟钝	
21093	精英虐待狂	
21094	这是常识啊 常考	
21095	量子羁绊	
21096	已经没有什么好害怕了	
21097	奇迹和魔法都是存在的	
21098	我还真是个笨蛋	
21099	不会再依靠任何人	
21100	我最好的朋友	
21101	身体很诚实	
21102	一方通行	
21103	魔法少女	
21104	虚轴之庭八重樱关卡过关评价1000分以上	
21105	虚轴之庭八重樱关卡过关评价5000分以上	
21106	虚轴之庭八重樱关卡过关评价8000分以上	
21107	通过虚轴之庭八重樱关卡3次	
21108	通过虚轴之庭八重樱关卡10次	
21109	通过虚轴之庭八重樱关卡99次	
21110	八重·粉雪	
21111	八重·满咲	
21112	八重·散华	
21113	八重·朝颜	
21114	八重·黄昏	
21115	八重·狂宴	
21116	八重樱是虾米？	
21117	挑战任意八重樱关卡一次	
21118	挑战任意八重樱关卡两次	
21119	八重樱是啥，能吃吗？	
21120	橡皮是矛白纸是盾	
21121	手指是矛手柄是盾	
21122	制服是矛身体是盾	
21123	乘客是矛电车是盾	
21124	现充	
21125	人生赢家	
21126	Killing Spree	
21127	Dominating	
21128	认清现实吧，死宅	
21129	我才是赢家，败犬	
21130	Unstoppable	
21131	Wicked Sick	
21132	伊邪那美	
21133	伊邪那岐	
21134	姬之军势	
21135	向着明天，出发！	
21136	话题性革命	
21137	泡温泉的时机	
21138	总集篇！	
21139	神转折黄金比	
21140	天上天下一骑当神	
21141	空之奇迹	
21142	零之奇迹	
21143	碧之奇迹	
21144	闪之奇迹	
21145	晓之奇迹	
21146	红版	
21147	绿版	
21148	蓝版	
21149	妹纸路人的养成方法	
21150	妹纸贤妻的养成方法	
21151	奇妙的冒险	
21152	奇妙冒险	
21153	耀夜·初宵	
21154	耀夜·三日宵	
21155	耀夜·满宵	
21156	耀夜·器华	
21157	耀夜·物华	
21158	耀夜·月华	
21159	世界监察者	
21160	守护者英灵	
21161	堕落天使	
21162	凝望的圣母	
21163	莉莉丝·最初的少女	
21164	姬子阿姐是我的女仆	
21165	姬子阿姐收入后宫	
21166	战斗力只有5	
21167	有两把刷子	
21168	诸君，我喜欢战争	
21169	我强我上场	
21170	我行我说话	
21171	一个能打的都没有	
21172	报复社会	
21173	正面上我啊	
21174	总有刁民想害朕	
21175	大佬	
21176	巨佬	
21177	心之锁	
21178	无际禁锢	
21179	命之脆弱	
21180	骨之兴衰	
21181	体软	
21182	心软	
21183	月之祭	
21184	血月降临	
21185	淬毒者	
21186	这是涂满毒液的……	
21187	最初的邂逅	
21188	苦涩的选择	
21189	白色圣诞节	
21190	恋爱与巧克力	
21191	悠久之翼	
21192	天空的浪潮	
21193	柯罗伊·序曲	
21194	柯罗伊·间奏	
21195	柯罗伊·终章	
21196	柯罗伊·咏叹	
21197	柯罗伊·狂想	
21198	柯罗伊·安魂	
21199	谁渴望来一场华丽的冒险	
21200	天知道会发现什么大秘密	
21201	你拿到什么宝物了么	
21202	这东西应该藏在博物馆里	
21203	我们要发财了	
21204	神圣之光	
21205	我的内心充满波动	
21206	你们都是我的翅膀啊	
21207	乳摇大姐姐不会受伤	
21208	合法萝莉赛高！	
21209	食梦者	
21210	新月行者	
21211	新月奏者	
21212	新月歌者	
21213	葬月舞者	
21214	噩梦协奏曲	
21215	噩梦小夜曲	
21216	死神的圆舞曲	
21217	死后世界领导者	
21218	誓死不做阿卡林	
21219	移动的吃货修女	
21220	摇曳吧！百合子！	
21221	壹之皿	
21222	至上的食谱	
21223	崩坏世界的药王	
21224	进行1次烹饪/炼金	
21225	进行100次烹饪/炼金	
21226	进行1000次烹饪/炼金	
21227	装备搜寻者	
21228	超高校级的装备搜寻者	
21229	收集4件弹丸系列的装备	
21230	收集8件弹丸系列的装备	
21231	杏收入后宫？	
21232	杏是我的女仆？	
21233	时雨·炽炎	
21234	时雨·深黯	
21235	时雨·虚无	
21236	时雨·邪斩	
21237	时雨·天诛	
21238	时雨·神灭	
21239	通过虚轴之庭绮罗关卡3次	
21240	通过虚轴之庭绮罗关卡10次	
21241	通过虚轴之庭绮罗关卡99次	
21242	虚轴之庭绮罗关卡过关评价1000分以上	
21243	虚轴之庭绮罗关卡过关评价5000分以上	
21244	虚轴之庭绮罗关卡过关评价8000分以上	
21245	樱之诗	
21246	月华礼赞	
21247	沉湎于虚幻之中	
21248	骑士挽歌	
21249	肆意杀机	
21250	收集10种不同星级绯狱系装备	
21251	收集8种不同星级萤火系装备	
21252	收集8种不同星级迷雾系装备	
21253	收集8种不同星级圣音系装备	
21254	收集5种永劫系双周装备	
21255	为美好的世界献上祝福	
21256	获得希儿角色	
21257	琪亚娜抢走后宫	
21258	后宫王琪亚娜	
21259	时雨·黯寂	
21260	任意绮罗关卡过关评价12000分以上	
21261	路人	
21262	箱推	
21263	古参厨	
21264	右手第一张	
21265	我靠的是技术	
21266	天选之人	
21267	参与1次使魔应援	
21268	参与10次使魔应援	
21269	参与100次使魔应援	
21270	在1次使魔应援中选中第一名	
21271	在10次使魔应援中选中第一名	
21272	在50次使魔应援中选中第一名	
21273	崩坏学园入学时长:#1分钟	
21274	崩坏学园入学时长:#1小时	
21275	学生证	
21276	下级经验	
21277	体力回复	
21278	喜爱装备	
21279	等级.#1	
21280	崩坏学园入学时长:----	
21281	尚未加入	
21282	昵称	
21283	社团	
21284	ID: #1	
21285	当前全满	
21286	助战编辑	
21300	IdCard占坑	
21301	雷电芽衣，攻略达成！	
21302	布洛妮娅，攻略达成！	
21303	末日之殇	
21304	收集5种终末系双周装备	
21305	维度的指引	
21306	神明的凝视	
21307	深渊的呼唤	
21308	斯坦因秘境通过第40层	
21309	斯坦因秘境通过第50层	
21310	斯坦因秘境通过第60层	
21311	同僚	
21312	伙伴	
21313	挚友	
21314	同甘共苦	
21315	生死之交	
21316	在同构空间中参与5个不同的关卡	
21317	在同构空间中参与10个不同的关卡	
21318	在同构空间中参与30个不同的关卡	
21319	在同构空间中成功完成1次上位关卡	
21320	在同构空间中成功完成1次极位关卡	
21321	我的手中抓住了未来	
21322	现在是你比较强	
21323	背包、背包在颤抖	
21324	其他人做得到吗	
21325	这是何等的灵压啊	
21326	你也可以变成光	
21327	集齐750枚装备图鉴	
21328	集齐900枚装备图鉴	
21329	集齐1050枚装备图鉴	
21330	集齐1200枚装备图鉴	
21331	集齐1350枚装备图鉴	
21332	集齐1500枚装备图鉴	
21333	一传十	
21334	十传百	
21335	百里挑一	
21336	第一滴血	
21337	发育良好	
21338	修仙之道	
21339	参与一次使魔对战	
21340	参与十次使魔对战	
21341	参与一百次使魔对战	
21342	获得一次使魔对战的胜利	
21343	获得五次使魔对战的胜利	
21344	获得五十次使魔对战的胜利	
21345	我将带来混乱！	
21346	获得杏角色	
21347	小兵	
21348	大将	
21349	战神	
21350	救世主	
21351	在同构时空中Rank分段达到B	
21352	在同构时空中Rank分段达到A	
21353	在同构时空中Rank分段达到S	
21354	在同构时空中Rank分段达到SS	
21355	博士，攻略达成！	
21356	剧情关卡模式下打通新生篇第3章	
21357	手染罪恶	
21358	首席杀手	
21359	全职杀手	
21360	这叫战争	
21361	一起改变世界	
21362	初尝失败	
21363	脚太短	
21364	真的不是木桩?	
21365	学园孤岛中击杀敌人次数达到10次	
21366	学园孤岛中击杀敌人次数达到50次	
21367	学园孤岛中击杀敌人次数达到100次	
21368	学园孤岛中击杀敌人次数达到500次	
21369	学园孤岛中击杀敌人次数达到1000次	
21370	学园孤岛中被别人击杀10次	
21371	学园孤岛中被别人击杀50次	
21372	学园孤岛中被别人击杀100次	
21373	捕虫少年	
21374	登山少年	
21375	蹦极少年	
21376	饲养员	
21377	训练师	
21378	王牌训练家	
21379	决斗王	
21380	在崩坏竞技场进行1次战斗	
21381	在崩坏竞技场进行100次战斗	
21382	在崩坏竞技场进行1000次战斗	
21383	在崩坏竞技场获得1次战斗胜利	
21384	在崩坏竞技场获得100次战斗胜利	
21385	在崩坏竞技场获得1000次战斗胜利	
21386	在崩坏竞技场达到最高Rank	
21387	我今晚能早睡	
21388	我能减肥成功	
21389	手机好像响了？	
21390	也许是她找我……	
21391	她一定是喜欢我！	
21392	成功开启5个怪物图鉴	
21393	成功开启50个怪物图鉴	
21394	成功开启5个boss图鉴	
21395	成功开启10个boss图鉴	
21396	成功开启30个boss图鉴	
21397	重叠的喜悦	
21398	学园祭回忆	
21399	冬夜音乐会	
21400	获得15只看板娘	
21401	获得30只看板娘	
21402	获得45只看板娘	
21403	最初的一步	
21404	寻找伙伴吧	
21405	直到梦的尽头	
21406	获得5个角色头像	
21407	获得10个角色头像	
21408	获得15个角色头像	
21409	塞西莉亚，攻略达成！	
21410	剧情关卡模式下打通新生篇第4章	
21411	学园刺客	
21412	击败塞西莉亚3次	
21413	新晋欧皇	
21414	集齐全部研·系列装备	
21415	蓬莱寺九霄，攻略达成！	
21416	宇宙霸权	
21417	生气了吗？	
21418	剧情关卡模式下打通新生篇第5章	
21419	击败蓬莱寺九霄3次	
21420	未被击中通过蓬莱寺九霄第四阶段1次	
21421	一刀流	
21422	贰斩	
21423	三千世界	
21424	解锁1个角色的终极圣痕技能	
21425	解锁2个角色的终极圣痕技能	
21426	解锁3个角色的终极圣痕技能	
21427	四之戒律	
21428	五曜星辰	
21429	解锁4个角色的终极圣痕技能	
21430	解锁5个角色的终极圣痕技能	
21431	降临吧！吾之炎龙！	
21432	获得九霄角色	
21433	吼姆乐园·暗夜圆舞曲I	
21434	吼姆乐园·暗夜圆舞曲II	
21435	吼姆乐园·雪色狂想曲I	
21436	吼姆乐园·雪色狂想曲II	
21437	玛丽亚，攻略达成！	
21438	剧情关卡模式下打通新生篇第6章	
21439	孤儿院卫士	
21440	击败玛丽亚3次	
21441	六道守护	
21442	解锁6个角色的终极圣痕技能	
21443	黑暗的启迪	
21444	无尽的轮回	
21445	斯坦因秘境通过第80层	
21446	斯坦因秘境通过第100层	
21447	七星创世	
21448	八重轮回	
21449	解锁7个角色的终极圣痕技能	
21450	解锁8个角色的终极圣痕技能	
21451	如果是为了实验的话……	
21452	获得伊瑟琳角色	
21453	九天万象	
21454	解锁9个角色的终极圣痕技能	
21455	金属狂热	
21456	集齐10种活化金属系列武器装备	
21457	金属·信徒	
21458	金属·门徒	
21459	金属·使徒	
21460	金属·执事	
21461	金属·司祭	
21462	金属·主教	
21463	金属·教宗	
21464	通过虚轴之庭妮娜关卡3次	
21465	通过虚轴之庭妮娜关卡10次	
21466	通过虚轴之庭妮娜关卡99次	
21467	虚轴之庭妮娜关卡过关评价1000分以上	
21468	虚轴之庭妮娜关卡过关评价5000分以上	
21469	虚轴之庭妮娜关卡过关评价8000分以上	
21470	虚轴之庭妮娜关卡过关评价12000分以上	
21471	请认真和我聊天！	
21472	与1名好友发起聊天	
21473	无色辉火，攻略达成！	
21474	剧情关卡模式下打通新生篇第7章	
21475	大炮都给你打烂	
21476	击败无色辉火3次	
21477	病娇系侍童	
21478	病娇系扈从	
21479	病娇系骑士	
21480	储物箱容量达到300	
21481	储物箱容量达到400	
21482	储物箱容量达到500	
21483	随处可见的无能力者	
21484	平平无奇的低能力者	
21485	渐露头角的异能力者	
21486	展现锋芒的强能力者	
21487	实力超群的大能力者	
21488	惊世骇俗的超能力者	
21489	举世无双的绝对能力者	
21490	至高无上的神位能力者	
21491	角色圣痕总等级达到10级	
21492	角色圣痕总等级达到30级	
21493	角色圣痕总等级达到60级	
21494	角色圣痕总等级达到100级	
21495	角色圣痕总等级达到150级	
21496	角色圣痕总等级达到200级	
21497	角色圣痕总等级达到300级	
21498	角色圣痕总等级达到400级	
21499	终端机器	
21500	集齐4种失落文明系列双周装备	
21501	白狐巫女，攻略达成！	
21502	剧情关卡模式下打通传承篇第1章	
21503	十界涅槃	
21504	解锁10个角色的终极圣痕技能	
21505	来自神州的仙人	
21506	获得符华角色	
21507	卡莲，攻略达成！	
21508	剧情关卡模式下打通新生篇第8章	
21509	真物也好，伪物也好	
21510	击败卡莲3次	
21511	钻石	
21512	珍珠	
21513	白金	
21514	心金	
21515	魂银	
21516	收集12只使魔	
21517	收集24只使魔	
21518	收集36只使魔	
21519	收集48只使魔	
21520	收集60只使魔	
21521	安洁利亚，攻略达成！	
21522	剧情关卡模式下打通新生篇第9章	
21523	圣女之光	
21524	击败黑化安洁利亚3次	
21525	可可利亚，攻略达成！	
21526	剧情关卡模式下打通新生篇第10章	
21527	决裂之道	
21528	击败可可利亚3次	
21529	沙发降临到我身边	
21530	获得辉火角色	
21531	隐藏的世界	
21532	交错的心	
21533	和那天一样的笑容	
21534	一直在你身旁	
21535	获得30个角色头像	
21536	获得50个角色头像	
21537	获得70个角色头像	
21538	获得100个角色头像	
21539	真正的贤者	
21540	角色等级达到480级	
21541	逐火之蛾	
21542	完成逐火之蛾主线剧情	
21543	实验兵器	
21544	集齐8种不同星级挽歌系列装备	
21545	进化·吞噬	
21546	进化·吸收	
21547	进化·蜕变	
21548	进化·卵	
21549	进化·幼	
21550	进化·蛹	
21551	进化·成	
21552	通过虚轴之庭黛尔塔关卡3次	
21553	通过虚轴之庭黛尔塔关卡10次	
21554	通过虚轴之庭黛尔塔关卡99次	
21555	虚轴之庭黛尔塔关卡过关评价1000分以上	
21556	虚轴之庭黛尔塔关卡过关评价5000分以上	
21557	虚轴之庭黛尔塔关卡过关评价8000分以上	
21558	虚轴之庭黛尔塔关卡过关评价12000分以上	
21559	战争骑士，攻略达成！	
21560	剧情关卡模式下打通传承篇第2章	
21561	魔术师，攻略达成！	
21562	剧情关卡模式下打通新生篇第11章	
21563	世纪之末	
21564	击败魔术师3次	
21565	乒噗噜~乓噗噜~	
21566	获得西琳角色	
21567	空想·无物	
21568	收集1种空想神话系列装备	
21569	空想·谎言	
21570	收集2种空想神话系列装备	
21571	空想·虚妄	
21572	收集5种空想神话系列装备	
21573	空想·真实	
21574	收集10种空想神话系列装备	
21575	瘟疫骑士，攻略达成！	
21576	剧情关卡模式下打通传承篇第3章	
21577	在崩坏寻求女仆是否搞错	
21578	获得丽塔角色	
21579	空之意志	
21580	集齐4种融合之子系列装备	
21581	nya~nya~	
21582	获得宁蒂角色	
21583	岩石·土	
21584	岩石·圭	
21585	岩石·垚	
21586	岩石·坎	
21587	岩石·坪	
21588	岩石·坛	
21589	岩石·塔	
21590	通过虚轴之庭阿兹塔关卡3次	
21591	通过虚轴之庭阿兹塔关卡10次	
21592	通过虚轴之庭阿兹塔关卡99次	
21593	虚轴之庭阿兹塔关卡过关评价1000分以上	
21594	虚轴之庭阿兹塔关卡过关评价5000分以上	
21595	虚轴之庭阿兹塔关卡过关评价8000分以上	
21596	虚轴之庭阿兹塔关卡过关评价12000分以上	
21597	崩坏之轮	
21598	崩坏之轴	
21599	通过崩坏之塔第10层	
21600	通过崩坏之塔第20层	
21601	无常石椛	
21602	集齐8种岩之心系列装备	
21603	阿赖耶识，攻略达成！	
21604	剧情关卡模式下打通新生篇第12章	
21605	无尽轮回	
21606	击败阿赖耶识3次	
21607	我诞生于虚无	
21608	获得迦娜角色	
21609	反落的愿望	
21610	逆动的阶梯	
21611	再启的轮回	
21612	斯坦因秘境通过第20层	
21613	斯坦因秘境通过第30层	
21614	斯坦因秘境通过第40层	
21615	这是一个商机	
21616	获得芙兰角色	
21617	空想·信仰	
21618	收集12件空想神话装备	
21619	信仰嵌入星辰！	
21620	进行一次Extra进化	
21621	决斗吧！	
21622	发送一个表情	
21623	腹黑亲王	
21624	终极之力·Ⅺ	
21625	终极之力·Ⅻ	
21626	终极之力·XIII	
21627	终极之力·XIV	
21628	终极之力·XV	
21629	终极之力·XVI	
21630	突破想象的超位能力者	
21631	制定规则的极限能力者	
21632	帕亚索的认同	
21633	格蕾的认同	
21634	安莉埃塔的认同	
21635	莉可的认同	
21636	塔尔伦特的认同	
21637	西敏的认同	
21638	华兹的认同	
21639	萨菲尔的认同	
21640	佩蒂的认同	
21641	卡珊德拉的认同	
21642	柏塞的认同	
21643	琉森的认同	
21644	精英支配者	
21645	精英统治者	
21646	这一拳下去你可能会死	
21647	女装攻	
21648	年下攻	
21649	狂气攻	
21650	变态攻	
21651	长空市第一扳手	
21652	赏赐之力	
21653	恩赐之力	
21654	封赐之力	
21655	御赐之力	
21656	黄版	
21657	迈出新手村	
21658	新手探险家	
21659	熟练探险家	
21660	优秀探险家	
21661	漆黑	
21662	纯白	
21663	夏之体育节	
21664	超强化合宿	
21665	闪耀的游乐园	
21666	传说之树下	
21667	十艘跳	
21668	五十艘跳	
21669	一百艘跳	
21670	不可忘怀的记忆	
21671	永恒羁绊的证明	
21672	无法磨灭的情谊	
21673	过往一切的总和	
21674	选我，还是那件装备？	
21675	给我块二向箔，开图鉴用	
21676	这就是孽缘吧？	
21677	闪之奇迹	
21678	崩坏王冠	
21679	如暴雨般归来	
21680	如季风般归来	
21681	如流星般归来	
21682	如闪电般归来	
21683	背包容量达到800	
21684	解锁11个角色的终极天赋	
21685	解锁12个角色的终极天赋	
21686	解锁13个角色的终极天赋	
21687	解锁14个角色的终极天赋	
21688	解锁15个角色的终极天赋	
21689	解锁16个角色的终极天赋	
21690	角色圣痕总等级达到600级	
21691	角色圣痕总等级达到900级	
21692	使用欺诈之匣·N通过任意关卡100次	
21693	使用凋零之刃·Ⅳ通过任意关卡100次	
21694	使用重音之核·Ⅸ通过任意关卡100次	
21695	使用活力之瓶·Ⅴ通过任意关卡100次	
21696	使用冲击之力·Ⅷ通过任意关卡100次	
21697	使用寒光之刃·Ⅰ通过任意关卡100次	
21698	使用无序之印·Ⅲ通过任意关卡100次	
21699	使用跨世之矛·Ⅱ通过任意关卡100次	
21700	使用浮云之相·XCIX通过任意关卡100次	
21701	使用星月之环·VI通过任意关卡100次	
21702	使用万象之姬·Ⅶ通过任意关卡100次	
21703	使用断罪之矢·Ⅹ通过任意关卡100次	
21704	成功猎杀20000只精英僵尸娘	
21705	成功猎杀50000只精英僵尸娘	
21706	搏击训练室中单次最高伤害21亿	
21707	仓库拥有的LV.99的装备总数达到50个	
21708	仓库拥有的LV.99的装备总数达到100个	
21709	仓库拥有的LV.99的装备总数达到200个	
21710	仓库拥有的LV.99的装备总数达到500个	
21711	仓库拥有的LV.99的装备总数达到1000个	
21712	解锁12个赋予技能	
21713	解锁24个赋予技能	
21714	解锁36个赋予技能	
21715	解锁48个赋予技能	
21716	培养50只lv99使魔	
21717	使魔探险成功1次	
21718	使魔探险成功10次	
21719	使魔探险成功100次	
21720	使魔探险成功1000次	
21721	收集80只使魔	
21722	收集100只使魔	
21723	获得70只看板娘	
21724	获得100只看板娘	
21725	获得150只看板娘	
21726	获得200只看板娘	
21727	任意10只看板娘的亲密度到达99	
21728	任意50只看板娘的亲密度到达99	
21729	任意100只看板娘的亲密度到达99	
21730	获得150个角色头像	
21731	获得200个角色头像	
21732	获得300个角色头像	
21733	获得400个角色头像	
21734	集齐2000枚装备图鉴	
21735	集齐2500枚装备图鉴	
21736	成功开启50个boss图鉴	
21737	获得50张CG	
21738	获得一次崩坏之塔排行第一名	
21739	60秒内通过崩坏之塔第5层	
21740	50秒内通过崩坏之塔第10层	
21741	40秒内通过崩坏之塔第15层	
21742	30秒内通过崩坏之塔第20层	
21743	崩坏之芯	
21744	通过崩坏之塔第25层	
21745	System-Activation	
21746	获得菲米莉丝角色	
21747	理货新人	
21748	理货高手	
21749	宣传委员	
21750	宣传大使	
21751	探险新秀	
21752	探险能手	
21753	在单局小游戏【货物整理】内到达10000分	
21754	在单局小游戏【货物整理】内到达40000分	
21755	在单局小游戏【网上宣传】内到达500分	
21756	在单局小游戏【网上宣传】内到达2000分	
21757	在单局小游戏【洞穴探险】内到达300分	
21758	在单局小游戏【洞穴探险】内到达1500分	
21759	空想·赋格	
21760	塔尔伦特的赞赏	
21761	西敏的赞赏	
21762	任意空想神话武器的赋格等级提升至50	
21763	不购买额外行动点达成100%塔尔伦特迷域探索	
21764	不购买额外行动点达成100%西敏迷域探索	
21765	莉可的赞赏	
21766	琉森的赞赏	
21767	不购买额外行动点达成100%莉可迷域探索	
21768	不购买额外行动点达成100%琉森迷域探索	
21769	来！听听看	
21770	听到了听到了！	
21771	累计在角色语音界面播放语音1次	
21772	累计在角色语音界面播放语音10次	
21773	世界支柱，攻略达成！	
21774	世界支柱，攻略达成！	
21775	是家养小狐狸哦！	
21776	我来试试这个	
21777	升格准备就绪	
21778	整装待发	
21779	全副武装	
21780	剧情关卡模式下打通新生篇第13章	
21781	击败世界支柱-崩坏-3次	
21782	获得诗音角色	
21783	累计拥有1件解锁升格系统的装备	
21784	累计拥有5件解锁升格系统的装备	
21785	累计拥有20件解锁升格系统的装备	
21786	累计拥有50件解锁升格系统的装备	
21787	佩蒂的赞赏	
21788	格蕾的赞赏	
21789	不购买额外行动点达成100%佩蒂迷域探索	
21790	不购买额外行动点达成100%格蕾迷域探索	
21791	饥荒骑士，攻略达成！	
21792	剧情关卡模式下打通传承篇第5章	
21793	意志联体，攻略达成！	
21794	剧情关卡模式下打通新生篇第14章	
21795	安莉埃塔的赞赏	
21796	柏塞的赞赏	
21797	不购买额外行动点达成100%安莉埃塔迷域探索	
21798	不购买额外行动点达成100%柏塞迷域探索	
21799	GET(＜ゝω・)处女星灵☆	
21800	GET(＜ゝω・)金牛星灵☆	
21801	GET(＜ゝω・)双子星灵☆	
21802	GET(＜ゝω・)狮子星灵☆	
21803	GET(＜ゝω・)水瓶星灵☆	
